date,hospital,admissions_total,admissions_emergency,admissions_scheduled,temperature,precipitation,is_weekend,is_holiday,day_of_week,month,year,special_event
2021-02-25,CHU_Treichville,99,69,30,22.7,2.0,0,0,3,2,2021,
2021-02-25,CHU_Angre,68,47,21,23.5,1.0,0,0,3,2,2021,
2021-02-25,Hôpital_Military,46,32,14,26.7,1.2,0,0,3,2,2021,
2021-02-26,CHU_Cocody,130,91,39,25.9,0.9,0,0,4,2,2021,
2021-02-26,CHU_Yopougon,157,109,48,27.4,0.2,0,0,4,2,2021,
2021-02-26,CHU_Treichville,96,67,29,29.0,0.2,0,0,4,2,2021,
2021-02-26,CHU_Angre,69,48,21,25.1,0.3,0,0,4,2,2021,
2021-02-26,Hôpital_Military,49,34,15,25.3,0.1,0,0,4,2,2021,
2021-02-27,CHU_Cocody,140,111,29,23.6,0.4,1,0,5,2,2021,
2021-02-27,CHU_Yopougon,185,148,37,25.8,1.2,1,0,5,2,2021,
2021-02-27,CHU_Treichville,117,93,24,25.4,0.0,1,0,5,2,2021,
2021-02-27,CHU_Angre,97,77,20,27.0,0.1,1,0,5,2,2021,
2021-02-27,Hôpital_Military,63,50,13,26.0,0.8,1,0,5,2,2021,
2021-02-28,CHU_Cocody,150,119,31,29.5,1.8,1,0,6,2,2021,
2021-02-28,CHU_Yopougon,178,142,36,27.2,2.2,1,0,6,2,2021,
2021-02-28,CHU_Treichville,126,100,26,29.2,1.5,1,0,6,2,2021,
2021-02-28,CHU_Angre,86,68,18,28.1,3.4,1,0,6,2,2021,
2021-02-28,Hôpital_Military,63,50,13,31.6,1.2,1,0,6,2,2021,
2021-03-01,CHU_Cocody,127,88,39,27.9,2.4,0,0,0,3,2021,
2021-03-01,CHU_Yopougon,163,114,49,25.2,2.5,0,0,0,3,2021,
2021-03-01,CHU_Treichville,97,67,30,25.8,5.4,0,0,0,3,2021,
2021-03-01,CHU_Angre,68,47,21,28.3,7.7,0,0,0,3,2021,
2021-03-01,Hôpital_Military,48,33,15,25.8,1.8,0,0,0,3,2021,
2021-03-02,CHU_Cocody,125,87,38,26.5,1.1,0,0,1,3,2021,
2021-03-02,CHU_Yopougon,232,108,47,27.4,3.0,0,0,1,3,2021,Accident_routier_majeur
2021-03-02,CHU_Treichville,99,69,30,25.1,0.4,0,0,1,3,2021,
2021-03-02,CHU_Angre,70,49,21,30.6,1.6,0,0,1,3,2021,
2021-03-02,Hôpital_Military,46,32,14,27.6,6.0,0,0,1,3,2021,
2021-03-03,CHU_Cocody,129,90,39,28.2,1.2,0,0,2,3,2021,
2021-03-03,CHU_Yopougon,158,110,48,26.7,0.1,0,0,2,3,2021,
2021-03-03,CHU_Treichville,93,65,28,23.8,1.5,0,0,2,3,2021,
2021-03-03,CHU_Angre,70,49,21,27.2,0.0,0,0,2,3,2021,
2021-03-03,Hôpital_Military,50,35,15,27.3,0.1,0,0,2,3,2021,
2021-03-04,CHU_Cocody,127,88,39,29.4,0.5,0,0,3,3,2021,
2021-03-04,CHU_Yopougon,159,111,48,26.6,3.8,0,0,3,3,2021,
2021-03-04,CHU_Treichville,94,65,29,27.7,0.2,0,0,3,3,2021,
2021-03-04,CHU_Angre,69,48,21,25.7,1.6,0,0,3,3,2021,
2021-03-04,Hôpital_Military,42,29,13,23.6,1.1,0,0,3,3,2021,
2021-03-05,CHU_Cocody,126,88,38,24.6,0.1,0,0,4,3,2021,
2021-03-05,CHU_Yopougon,159,111,48,25.3,14.8,0,0,4,3,2021,
2021-03-05,CHU_Treichville,95,66,29,27.0,0.3,0,0,4,3,2021,
2021-03-05,CHU_Angre,68,47,21,26.5,5.6,0,0,4,3,2021,
2021-03-05,Hôpital_Military,47,32,15,25.3,2.9,0,0,4,3,2021,
2021-03-06,CHU_Cocody,139,111,28,26.8,2.7,1,0,5,3,2021,
2021-03-06,CHU_Yopougon,185,148,37,27.3,1.0,1,0,5,3,2021,
2021-03-06,CHU_Treichville,124,99,25,27.8,0.5,1,0,5,3,2021,
2021-03-06,CHU_Angre,87,69,18,24.5,1.7,1,0,5,3,2021,
2021-03-06,Hôpital_Military,71,56,15,24.5,6.1,1,0,5,3,2021,
2021-03-07,CHU_Cocody,148,118,30,26.1,4.0,1,0,6,3,2021,
2021-03-07,CHU_Yopougon,182,145,37,28.0,2.2,1,0,6,3,2021,
2021-03-07,CHU_Treichville,121,96,25,25.0,3.6,1,0,6,3,2021,
2021-03-07,CHU_Angre,94,75,19,25.9,2.6,1,0,6,3,2021,
2021-03-07,Hôpital_Military,78,62,16,27.0,0.5,1,0,6,3,2021,
2021-03-08,CHU_Cocody,127,88,39,30.4,8.3,0,0,0,3,2021,
2021-03-08,CHU_Yopougon,154,107,47,26.6,7.2,0,0,0,3,2021,
2021-03-08,CHU_Treichville,98,68,30,26.8,12.1,0,0,0,3,2021,
2021-03-08,CHU_Angre,69,48,21,27.5,0.3,0,0,0,3,2021,
2021-03-08,Hôpital_Military,47,32,15,26.0,2.5,0,0,0,3,2021,
2021-03-09,CHU_Cocody,126,88,38,23.9,1.6,0,0,1,3,2021,
2021-03-09,CHU_Yopougon,165,115,50,28.3,3.9,0,0,1,3,2021,
2021-03-09,CHU_Treichville,99,69,30,27.1,3.5,0,0,1,3,2021,
2021-03-09,CHU_Angre,67,46,21,28.8,1.4,0,0,1,3,2021,
2021-03-09,Hôpital_Military,47,32,15,26.4,0.3,0,0,1,3,2021,
2021-03-10,CHU_Cocody,186,86,38,27.9,0.2,0,0,2,3,2021,Grippe_saisonnière
2021-03-10,CHU_Yopougon,158,110,48,28.3,1.0,0,0,2,3,2021,
2021-03-10,CHU_Treichville,96,67,29,26.1,7.5,0,0,2,3,2021,
2021-03-10,CHU_Angre,65,45,20,29.0,6.5,0,0,2,3,2021,
2021-03-10,Hôpital_Military,45,31,14,21.9,4.3,0,0,2,3,2021,
2021-03-11,CHU_Cocody,130,91,39,25.0,1.0,0,0,3,3,2021,
2021-03-11,CHU_Yopougon,160,112,48,26.5,0.6,0,0,3,3,2021,
2021-03-11,CHU_Treichville,98,68,30,27.5,6.7,0,0,3,3,2021,
2021-03-11,CHU_Angre,68,47,21,29.0,1.4,0,0,3,3,2021,
2021-03-11,Hôpital_Military,52,36,16,26.3,0.4,0,0,3,3,2021,
2021-03-12,CHU_Cocody,133,93,40,28.2,1.1,0,0,4,3,2021,
2021-03-12,CHU_Yopougon,156,109,47,28.1,5.4,0,0,4,3,2021,
2021-03-12,CHU_Treichville,98,68,30,25.7,6.0,0,0,4,3,2021,
2021-03-12,CHU_Angre,66,46,20,28.1,3.1,0,0,4,3,2021,
2021-03-12,Hôpital_Military,49,34,15,28.4,1.0,0,0,4,3,2021,
2021-03-13,CHU_Cocody,151,120,31,26.5,0.8,1,0,5,3,2021,
2021-03-13,CHU_Yopougon,180,144,36,28.3,1.4,1,0,5,3,2021,
2021-03-13,CHU_Treichville,116,92,24,29.4,12.6,1,0,5,3,2021,
2021-03-13,CHU_Angre,80,63,17,28.8,4.9,1,0,5,3,2021,
2021-03-13,Hôpital_Military,69,55,14,24.9,2.5,1,0,5,3,2021,
2021-03-14,CHU_Cocody,147,117,30,28.3,2.3,1,0,6,3,2021,
2021-03-14,CHU_Yopougon,181,144,37,28.5,4.0,1,0,6,3,2021,
2021-03-14,CHU_Treichville,111,88,23,29.7,3.6,1,0,6,3,2021,
2021-03-14,CHU_Angre,89,71,18,25.1,2.1,1,0,6,3,2021,
2021-03-14,Hôpital_Military,64,51,13,27.0,1.7,1,0,6,3,2021,
2021-03-15,CHU_Cocody,127,88,39,28.1,0.1,0,0,0,3,2021,
2021-03-15,CHU_Yopougon,161,112,49,29.2,0.1,0,0,0,3,2021,
2021-03-15,CHU_Treichville,96,67,29,25.9,0.3,0,0,0,3,2021,
2021-03-15,CHU_Angre,67,46,21,28.5,3.3,0,0,0,3,2021,
2021-03-15,Hôpital_Military,48,33,15,28.6,3.9,0,0,0,3,2021,
2021-03-16,CHU_Cocody,130,91,39,29.7,0.6,0,0,1,3,2021,
2021-03-16,CHU_Yopougon,157,109,48,27.4,3.4,0,0,1,3,2021,
2021-03-16,CHU_Treichville,105,73,32,26.1,3.2,0,0,1,3,2021,
2021-03-16,CHU_Angre,66,46,20,25.9,0.9,0,0,1,3,2021,
2021-03-16,Hôpital_Military,48,33,15,26.0,2.3,0,0,1,3,2021,
2021-03-17,CHU_Cocody,131,91,40,28.8,0.9,0,0,2,3,2021,
2021-03-17,CHU_Yopougon,156,109,47,30.8,0.8,0,0,2,3,2021,
2021-03-17,CHU_Treichville,96,67,29,28.2,0.4,0,0,2,3,2021,
2021-03-17,CHU_Angre,66,46,20,26.5,2.5,0,0,2,3,2021,
2021-03-17,Hôpital_Military,47,32,15,27.8,1.9,0,0,2,3,2021,
2021-03-18,CHU_Cocody,125,87,38,28.4,0.2,0,0,3,3,2021,
2021-03-18,CHU_Yopougon,164,114,50,28.0,4.4,0,0,3,3,2021,
2021-03-18,CHU_Treichville,99,69,30,26.9,0.2,0,0,3,3,2021,
2021-03-18,CHU_Angre,67,46,21,26.9,1.3,0,0,3,3,2021,
2021-03-18,Hôpital_Military,53,37,16,28.0,0.2,0,0,3,3,2021,
2021-03-19,CHU_Cocody,129,90,39,24.8,5.3,0,0,4,3,2021,
2021-03-19,CHU_Yopougon,156,109,47,25.2,2.5,0,0,4,3,2021,
2021-03-19,CHU_Treichville,93,65,28,28.6,0.3,0,0,4,3,2021,
2021-03-19,CHU_Angre,70,49,21,29.0,5.8,0,0,4,3,2021,
2021-03-19,Hôpital_Military,51,35,16,26.5,9.5,0,0,4,3,2021,
2021-03-20,CHU_Cocody,146,116,30,27.7,9.7,1,0,5,3,2021,
2021-03-20,CHU_Yopougon,174,139,35,28.5,2.0,1,0,5,3,2021,
2021-03-20,CHU_Treichville,123,98,25,27.0,2.9,1,0,5,3,2021,
2021-03-20,CHU_Angre,86,68,18,31.2,0.3,1,0,5,3,2021,
2021-03-20,Hôpital_Military,68,54,14,28.9,12.2,1,0,5,3,2021,
2021-03-21,CHU_Cocody,147,117,30,26.5,2.3,1,0,6,3,2021,
2021-03-21,CHU_Yopougon,182,145,37,30.6,2.1,1,0,6,3,2021,
2021-03-21,CHU_Treichville,109,87,22,26.7,0.5,1,0,6,3,2021,
2021-03-21,CHU_Angre,84,67,17,27.5,2.1,1,0,6,3,2021,
2021-03-21,Hôpital_Military,70,55,15,27.0,0.2,1,0,6,3,2021,
2021-03-22,CHU_Cocody,129,90,39,29.3,12.8,0,0,0,3,2021,
2021-03-22,CHU_Yopougon,160,112,48,26.2,2.7,0,0,0,3,2021,
2021-03-22,CHU_Treichville,93,65,28,27.6,2.5,0,0,0,3,2021,
2021-03-22,CHU_Angre,68,47,21,27.3,0.7,0,0,0,3,2021,
2021-03-22,Hôpital_Military,75,35,15,26.5,7.4,0,0,0,3,2021,Epidémie_paludisme
2021-03-23,CHU_Cocody,124,86,38,31.7,5.1,0,0,1,3,2021,
2021-03-23,CHU_Yopougon,159,111,48,31.6,3.7,0,0,1,3,2021,
2021-03-23,CHU_Treichville,95,66,29,25.3,0.2,0,0,1,3,2021,
2021-03-23,CHU_Angre,74,51,23,32.5,4.7,0,0,1,3,2021,
2021-03-23,Hôpital_Military,48,33,15,26.0,6.6,0,0,1,3,2021,
2021-03-24,CHU_Cocody,127,88,39,26.0,0.9,0,0,2,3,2021,
2021-03-24,CHU_Yopougon,157,109,48,29.7,4.6,0,0,2,3,2021,
2021-03-24,CHU_Treichville,97,67,30,29.5,0.4,0,0,2,3,2021,
2021-03-24,CHU_Angre,66,46,20,29.0,2.3,0,0,2,3,2021,
2021-03-24,Hôpital_Military,47,32,15,28.7,5.1,0,0,2,3,2021,
2021-03-25,CHU_Cocody,128,89,39,27.4,6.2,0,0,3,3,2021,
2021-03-25,CHU_Yopougon,157,109,48,32.1,3.4,0,0,3,3,2021,
2021-03-25,CHU_Treichville,98,68,30,29.1,2.6,0,0,3,3,2021,
2021-03-25,CHU_Angre,64,44,20,27.9,0.5,0,0,3,3,2021,
2021-03-25,Hôpital_Military,50,35,15,29.2,1.7,0,0,3,3,2021,
2021-03-26,CHU_Cocody,128,89,39,30.8,0.6,0,0,4,3,2021,
2021-03-26,CHU_Yopougon,156,109,47,29.5,1.0,0,0,4,3,2021,
2021-03-26,CHU_Treichville,96,67,29,28.5,8.6,0,0,4,3,2021,
2021-03-26,CHU_Angre,66,46,20,29.7,1.1,0,0,4,3,2021,
2021-03-26,Hôpital_Military,46,32,14,24.3,0.3,0,0,4,3,2021,
2021-03-27,CHU_Cocody,156,124,32,29.2,4.2,1,0,5,3,2021,
2021-03-27,CHU_Yopougon,175,140,35,26.4,3.4,1,0,5,3,2021,
2021-03-27,CHU_Treichville,122,97,25,26.6,0.2,1,0,5,3,2021,
2021-03-27,CHU_Angre,87,69,18,28.3,2.9,1,0,5,3,2021,
2021-03-27,Hôpital_Military,63,50,13,30.0,4.6,1,0,5,3,2021,
2021-03-28,CHU_Cocody,150,119,31,30.4,2.2,1,0,6,3,2021,
2021-03-28,CHU_Yopougon,173,138,35,30.1,1.1,1,0,6,3,2021,
2021-03-28,CHU_Treichville,116,92,24,29.6,7.3,1,0,6,3,2021,
2021-03-28,CHU_Angre,88,70,18,30.9,1.0,1,0,6,3,2021,
2021-03-28,Hôpital_Military,63,50,13,28.1,1.8,1,0,6,3,2021,
2021-03-29,CHU_Cocody,127,88,39,29.5,4.5,0,0,0,3,2021,
2021-03-29,CHU_Yopougon,158,110,48,27.9,6.4,0,0,0,3,2021,
2021-03-29,CHU_Treichville,94,65,29,28.9,0.5,0,0,0,3,2021,
2021-03-29,CHU_Angre,66,46,20,26.4,0.5,0,0,0,3,2021,
2021-03-29,Hôpital_Military,50,35,15,25.1,3.9,0,0,0,3,2021,
2021-03-30,CHU_Cocody,130,91,39,34.1,12.6,0,0,1,3,2021,
2021-03-30,CHU_Yopougon,154,107,47,31.2,1.4,0,0,1,3,2021,
2021-03-30,CHU_Treichville,99,69,30,25.5,5.3,0,0,1,3,2021,
2021-03-30,CHU_Angre,74,51,23,28.3,2.2,0,0,1,3,2021,
2021-03-30,Hôpital_Military,47,32,15,27.6,1.4,0,0,1,3,2021,
2021-03-31,CHU_Cocody,136,95,41,26.9,3.3,0,0,2,3,2021,
2021-03-31,CHU_Yopougon,162,113,49,30.7,3.3,0,0,2,3,2021,
2021-03-31,CHU_Treichville,99,69,30,27.3,2.9,0,0,2,3,2021,
2021-03-31,CHU_Angre,66,46,20,30.5,0.5,0,0,2,3,2021,
2021-03-31,Hôpital_Military,42,29,13,27.4,2.8,0,0,2,3,2021,
2021-04-01,CHU_Cocody,131,91,40,29.9,0.6,0,0,3,4,2021,
2021-04-01,CHU_Yopougon,158,110,48,27.3,1.6,0,0,3,4,2021,
2021-04-01,CHU_Treichville,96,67,29,23.6,0.1,0,0,3,4,2021,
2021-04-01,CHU_Angre,69,48,21,25.1,3.9,0,0,3,4,2021,
2021-04-01,Hôpital_Military,50,35,15,30.9,0.2,0,0,3,4,2021,
2021-04-02,CHU_Cocody,126,88,38,31.6,6.4,0,0,4,4,2021,
2021-04-02,CHU_Yopougon,159,111,48,25.9,2.0,0,0,4,4,2021,
2021-04-02,CHU_Treichville,99,69,30,25.9,1.6,0,0,4,4,2021,
2021-04-02,CHU_Angre,68,47,21,30.7,0.3,0,0,4,4,2021,
2021-04-02,Hôpital_Military,73,34,15,32.3,2.8,0,0,4,4,2021,Epidémie_paludisme
2021-04-03,CHU_Cocody,147,117,30,32.3,2.8,1,0,5,4,2021,
2021-04-03,CHU_Yopougon,181,144,37,30.6,4.4,1,0,5,4,2021,
2021-04-03,CHU_Treichville,116,92,24,26.7,0.2,1,0,5,4,2021,
2021-04-03,CHU_Angre,83,66,17,30.0,1.6,1,0,5,4,2021,
2021-04-03,Hôpital_Military,69,55,14,24.0,8.0,1,0,5,4,2021,
2021-04-04,CHU_Cocody,153,122,31,32.0,0.9,1,0,6,4,2021,
2021-04-04,CHU_Yopougon,176,140,36,31.0,5.3,1,0,6,4,2021,
2021-04-04,CHU_Treichville,120,95,25,28.9,4.6,1,0,6,4,2021,
2021-04-04,CHU_Angre,83,66,17,27.0,3.2,1,0,6,4,2021,
2021-04-04,Hôpital_Military,69,55,14,29.5,1.0,1,0,6,4,2021,
2021-04-05,CHU_Cocody,125,87,38,29.8,1.6,0,0,0,4,2021,
2021-04-05,CHU_Yopougon,160,112,48,30.2,2.0,0,0,0,4,2021,
2021-04-05,CHU_Treichville,101,70,31,30.4,10.1,0,0,0,4,2021,
2021-04-05,CHU_Angre,94,44,19,28.6,1.1,0,0,0,4,2021,Epidémie_paludisme
2021-04-05,Hôpital_Military,51,35,16,28.6,4.9,0,0,0,4,2021,
2021-04-06,CHU_Cocody,127,88,39,27.1,8.1,0,0,1,4,2021,
2021-04-06,CHU_Yopougon,159,111,48,30.4,4.5,0,0,1,4,2021,
2021-04-06,CHU_Treichville,99,69,30,28.5,0.8,0,0,1,4,2021,
2021-04-06,CHU_Angre,65,45,20,31.4,0.6,0,0,1,4,2021,
2021-04-06,Hôpital_Military,46,32,14,27.9,4.1,0,0,1,4,2021,
2021-04-07,CHU_Cocody,127,88,39,26.9,0.4,0,0,2,4,2021,
2021-04-07,CHU_Yopougon,155,108,47,28.4,4.6,0,0,2,4,2021,
2021-04-07,CHU_Treichville,99,69,30,30.2,0.7,0,0,2,4,2021,
2021-04-07,CHU_Angre,66,46,20,30.1,2.8,0,0,2,4,2021,
2021-04-07,Hôpital_Military,46,32,14,26.5,4.6,0,0,2,4,2021,
2021-04-08,CHU_Cocody,131,91,40,27.3,0.6,0,0,3,4,2021,
2021-04-08,CHU_Yopougon,159,111,48,27.7,0.1,0,0,3,4,2021,
2021-04-08,CHU_Treichville,97,67,30,31.0,4.4,0,0,3,4,2021,
2021-04-08,CHU_Angre,68,47,21,28.9,8.4,0,0,3,4,2021,
2021-04-08,Hôpital_Military,45,31,14,30.7,5.7,0,0,3,4,2021,
2021-04-09,CHU_Cocody,126,88,38,30.4,1.1,0,0,4,4,2021,
2021-04-09,CHU_Yopougon,160,112,48,26.2,1.2,0,0,4,4,2021,
2021-04-09,CHU_Treichville,99,69,30,29.1,0.8,0,0,4,4,2021,
2021-04-09,CHU_Angre,68,47,21,32.4,3.9,0,0,4,4,2021,
2021-04-09,Hôpital_Military,48,33,15,28.8,7.1,0,0,4,4,2021,
2021-04-10,CHU_Cocody,144,115,29,28.6,6.6,1,0,5,4,2021,
2021-04-10,CHU_Yopougon,185,148,37,30.1,3.6,1,0,5,4,2021,
2021-04-10,CHU_Treichville,125,99,26,30.0,0.1,1,0,5,4,2021,
2021-04-10,CHU_Angre,94,75,19,28.1,2.9,1,0,5,4,2021,
2021-04-10,Hôpital_Military,65,51,14,29.7,0.4,1,0,5,4,2021,
2021-04-11,CHU_Cocody,145,115,30,32.7,2.6,1,0,6,4,2021,
2021-04-11,CHU_Yopougon,180,144,36,27.8,7.2,1,0,6,4,2021,
2021-04-11,CHU_Treichville,117,93,24,29.1,2.0,1,0,6,4,2021,
2021-04-11,CHU_Angre,82,65,17,30.1,11.4,1,0,6,4,2021,
2021-04-11,Hôpital_Military,71,56,15,31.2,0.0,1,0,6,4,2021,
2021-04-12,CHU_Cocody,132,92,40,30.1,2.6,0,0,0,4,2021,
2021-04-12,CHU_Yopougon,157,109,48,31.4,0.6,0,0,0,4,2021,
2021-04-12,CHU_Treichville,99,69,30,32.8,1.1,0,0,0,4,2021,
2021-04-12,CHU_Angre,67,46,21,29.3,1.7,0,0,0,4,2021,
2021-04-12,Hôpital_Military,47,32,15,29.3,1.9,0,0,0,4,2021,
2021-04-13,CHU_Cocody,126,88,38,31.8,9.8,0,0,1,4,2021,
2021-04-13,CHU_Yopougon,156,109,47,26.3,4.9,0,0,1,4,2021,
2021-04-13,CHU_Treichville,99,69,30,26.4,0.9,0,0,1,4,2021,
2021-04-13,CHU_Angre,71,49,22,30.8,3.5,0,0,1,4,2021,
2021-04-13,Hôpital_Military,43,30,13,29.0,6.7,0,0,1,4,2021,
2021-04-14,CHU_Cocody,132,92,40,29.6,4.9,0,0,2,4,2021,
2021-04-14,CHU_Yopougon,156,109,47,28.8,1.6,0,0,2,4,2021,
2021-04-14,CHU_Treichville,99,69,30,29.0,10.7,0,0,2,4,2021,
2021-04-14,CHU_Angre,63,44,19,31.4,3.8,0,0,2,4,2021,
2021-04-14,Hôpital_Military,44,30,14,30.1,2.6,0,0,2,4,2021,
2021-04-15,CHU_Cocody,130,91,39,29.5,0.9,0,0,3,4,2021,
2021-04-15,CHU_Yopougon,154,107,47,31.1,0.9,0,0,3,4,2021,
2021-04-15,CHU_Treichville,103,72,31,30.6,12.3,0,0,3,4,2021,
2021-04-15,CHU_Angre,71,49,22,28.8,1.5,0,0,3,4,2021,
2021-04-15,Hôpital_Military,47,32,15,28.6,3.1,0,0,3,4,2021,
2021-04-16,CHU_Cocody,130,91,39,28.3,6.1,0,0,4,4,2021,
2021-04-16,CHU_Yopougon,155,108,47,30.3,0.4,0,0,4,4,2021,
2021-04-16,CHU_Treichville,103,72,31,33.2,4.6,0,0,4,4,2021,
2021-04-16,CHU_Angre,69,48,21,27.8,1.9,0,0,4,4,2021,
2021-04-16,Hôpital_Military,46,32,14,30.3,2.2,0,0,4,4,2021,
2021-04-17,CHU_Cocody,148,118,30,28.5,0.1,1,0,5,4,2021,
2021-04-17,CHU_Yopougon,176,140,36,27.5,3.2,1,0,5,4,2021,
2021-04-17,CHU_Treichville,119,95,24,30.3,0.1,1,0,5,4,2021,
2021-04-17,CHU_Angre,89,71,18,26.6,3.0,1,0,5,4,2021,
2021-04-17,Hôpital_Military,75,59,16,33.8,4.2,1,0,5,4,2021,
2021-04-18,CHU_Cocody,147,117,30,31.0,2.6,1,0,6,4,2021,
2021-04-18,CHU_Yopougon,178,142,36,28.2,4.6,1,0,6,4,2021,
2021-04-18,CHU_Treichville,115,91,24,31.4,0.9,1,0,6,4,2021,
2021-04-18,CHU_Angre,84,67,17,27.2,1.3,1,0,6,4,2021,
2021-04-18,Hôpital_Military,66,52,14,32.4,4.7,1,0,6,4,2021,
2021-04-19,CHU_Cocody,125,87,38,27.8,0.1,0,0,0,4,2021,
2021-04-19,CHU_Yopougon,156,109,47,31.7,1.5,0,0,0,4,2021,
2021-04-19,CHU_Treichville,99,69,30,29.4,1.0,0,0,0,4,2021,
2021-04-19,CHU_Angre,71,49,22,29.3,0.0,0,0,0,4,2021,
2021-04-19,Hôpital_Military,41,28,13,30.8,0.0,0,0,0,4,2021,
2021-04-20,CHU_Cocody,134,93,41,32.1,0.1,0,0,1,4,2021,
2021-04-20,CHU_Yopougon,158,110,48,32.2,9.1,0,0,1,4,2021,
2021-04-20,CHU_Treichville,97,67,30,30.5,1.5,0,0,1,4,2021,
2021-04-20,CHU_Angre,68,47,21,30.2,3.5,0,0,1,4,2021,
2021-04-20,Hôpital_Military,56,39,17,36.5,1.6,0,0,1,4,2021,
2021-04-21,CHU_Cocody,126,88,38,33.7,2.0,0,0,2,4,2021,
2021-04-21,CHU_Yopougon,157,109,48,30.6,1.4,0,0,2,4,2021,
2021-04-21,CHU_Treichville,99,69,30,33.4,2.2,0,0,2,4,2021,
2021-04-21,CHU_Angre,68,47,21,28.8,0.5,0,0,2,4,2021,
2021-04-21,Hôpital_Military,45,31,14,27.6,0.1,0,0,2,4,2021,
2021-04-22,CHU_Cocody,130,91,39,27.7,5.0,0,0,3,4,2021,
2021-04-22,CHU_Yopougon,157,109,48,31.4,0.7,0,0,3,4,2021,
2021-04-22,CHU_Treichville,96,67,29,31.0,6.9,0,0,3,4,2021,
2021-04-22,CHU_Angre,68,47,21,29.1,1.9,0,0,3,4,2021,
2021-04-22,Hôpital_Military,49,34,15,29.2,4.2,0,0,3,4,2021,
2021-04-23,CHU_Cocody,127,88,39,31.2,2.8,0,0,4,4,2021,
2021-04-23,CHU_Yopougon,160,112,48,30.0,1.0,0,0,4,4,2021,
2021-04-23,CHU_Treichville,100,70,30,28.4,5.2,0,0,4,4,2021,
2021-04-23,CHU_Angre,69,48,21,30.9,3.5,0,0,4,4,2021,
2021-04-23,Hôpital_Military,46,32,14,30.8,1.3,0,0,4,4,2021,
2021-04-24,CHU_Cocody,144,115,29,27.6,5.7,1,0,5,4,2021,
2021-04-24,CHU_Yopougon,179,143,36,34.4,1.6,1,0,5,4,2021,
2021-04-24,CHU_Treichville,119,95,24,31.2,2.2,1,0,5,4,2021,
2021-04-24,CHU_Angre,86,68,18,27.4,3.8,1,0,5,4,2021,
2021-04-24,Hôpital_Military,59,47,12,30.4,3.0,1,0,5,4,2021,
2021-04-25,CHU_Cocody,146,116,30,30.3,1.3,1,0,6,4,2021,
2021-04-25,CHU_Yopougon,179,143,36,30.2,2.3,1,0,6,4,2021,
2021-04-25,CHU_Treichville,116,92,24,27.0,7.2,1,0,6,4,2021,
2021-04-25,CHU_Angre,90,72,18,29.6,0.8,1,0,6,4,2021,
2021-04-25,Hôpital_Military,64,51,13,30.5,1.8,1,0,6,4,2021,
2021-04-26,CHU_Cocody,127,88,39,32.8,2.0,0,0,0,4,2021,
2021-04-26,CHU_Yopougon,161,112,49,32.2,0.3,0,0,0,4,2021,
2021-04-26,CHU_Treichville,100,70,30,30.4,7.1,0,0,0,4,2021,
2021-04-26,CHU_Angre,65,45,20,31.0,0.9,0,0,0,4,2021,
2021-04-26,Hôpital_Military,46,32,14,31.0,0.3,0,0,0,4,2021,
2021-04-27,CHU_Cocody,129,90,39,32.0,10.2,0,0,1,4,2021,
2021-04-27,CHU_Yopougon,240,112,48,30.6,1.2,0,0,1,4,2021,Accident_routier_majeur
2021-04-27,CHU_Treichville,93,65,28,31.6,0.7,0,0,1,4,2021,
2021-04-27,CHU_Angre,68,47,21,32.6,1.2,0,0,1,4,2021,
2021-04-27,Hôpital_Military,49,34,15,32.2,0.7,0,0,1,4,2021,
2021-04-28,CHU_Cocody,128,89,39,28.9,12.8,0,0,2,4,2021,
2021-04-28,CHU_Yopougon,161,112,49,28.5,1.0,0,0,2,4,2021,
2021-04-28,CHU_Treichville,96,67,29,29.2,2.3,0,0,2,4,2021,
2021-04-28,CHU_Angre,71,49,22,28.8,4.2,0,0,2,4,2021,
2021-04-28,Hôpital_Military,51,35,16,29.0,3.1,0,0,2,4,2021,
2021-04-29,CHU_Cocody,127,88,39,29.2,1.3,0,0,3,4,2021,
2021-04-29,CHU_Yopougon,158,110,48,33.1,0.1,0,0,3,4,2021,
2021-04-29,CHU_Treichville,96,67,29,31.3,0.9,0,0,3,4,2021,
2021-04-29,CHU_Angre,66,46,20,29.1,2.0,0,0,3,4,2021,
2021-04-29,Hôpital_Military,49,34,15,31.3,2.1,0,0,3,4,2021,
2021-04-30,CHU_Cocody,125,87,38,32.3,6.0,0,0,4,4,2021,
2021-04-30,CHU_Yopougon,159,111,48,30.2,5.7,0,0,4,4,2021,
2021-04-30,CHU_Treichville,100,70,30,29.7,1.7,0,0,4,4,2021,
2021-04-30,CHU_Angre,67,46,21,31.0,2.5,0,0,4,4,2021,
2021-04-30,Hôpital_Military,56,39,17,35.7,3.8,0,0,4,4,2021,
2021-05-01,CHU_Cocody,184,147,37,29.3,1.2,1,1,5,5,2021,
2021-05-01,CHU_Yopougon,217,173,44,30.1,0.3,1,1,5,5,2021,
2021-05-01,CHU_Treichville,151,120,31,32.8,3.1,1,1,5,5,2021,
2021-05-01,CHU_Angre,118,94,24,32.5,1.0,1,1,5,5,2021,
2021-05-01,Hôpital_Military,97,77,20,32.1,1.8,1,1,5,5,2021,
2021-05-02,CHU_Cocody,170,136,34,32.7,7.4,1,0,6,5,2021,
2021-05-02,CHU_Yopougon,193,154,39,31.5,3.0,1,0,6,5,2021,
